,MLII,V1,symbol
35072,-0.795,-0.135,
35073,-0.775,-0.14,
35074,-0.75,-0.145,
35075,-0.74,-0.12,
35076,-0.73,-0.11,
35077,-0.73,-0.11,
35078,-0.72,-0.13,
35079,-0.705,-0.12,
35080,-0.675,-0.12,
35081,-0.66,-0.11,
35082,-0.645,-0.095,
35083,-0.635,-0.115,
35084,-0.635,-0.12,
35085,-0.635,-0.125,
35086,-0.63,-0.12,
35087,-0.6,-0.115,
35088,-0.595,-0.11,
35089,-0.595,-0.11,
35090,-0.615,-0.11,
35091,-0.625,-0.125,
35092,-0.635,-0.115,
35093,-0.625,-0.115,
35094,-0.645,-0.095,
35095,-0.67,-0.12,
35096,-0.685,-0.12,
35097,-0.705,-0.12,
35098,-0.725,-0.12,
35099,-0.735,-0.105,
35100,-0.76,-0.095,
35101,-0.785,-0.095,
35102,-0.815,-0.11,
35103,-0.825,-0.13,
35104,-0.83,-0.12,
35105,-0.84,-0.125,
35106,-0.85,-0.115,
35107,-0.875,-0.115,
35108,-0.905,-0.135,
35109,-0.91,-0.145,
35110,-0.91,-0.135,
35111,-0.89,-0.115,
35112,-0.9,-0.115,
35113,-0.905,-0.135,
35114,-0.915,-0.14,
35115,-0.925,-0.145,
35116,-0.91,-0.13,
35117,-0.92,-0.11,
35118,-0.935,-0.11,
35119,-0.945,-0.105,
35120,-0.945,-0.12,
35121,-0.965,-0.12,
35122,-0.935,-0.09,
35123,-0.92,-0.085,
35124,-0.93,-0.09,
35125,-0.955,-0.105,
35126,-0.96,-0.105,
35127,-0.975,-0.115,
35128,-0.97,-0.095,
35129,-0.965,-0.09,
35130,-0.965,-0.075,
35131,-0.975,-0.09,
35132,-0.98,-0.1,
35133,-0.98,-0.11,
35134,-0.98,-0.095,
35135,-0.97,-0.07,
35136,-0.965,-0.06,
35137,-0.975,-0.085,
35138,-0.985,-0.085,
35139,-1.015,-0.1,
35140,-1.015,-0.09,
35141,-0.995,-0.08,
35142,-0.99,-0.075,
35143,-0.975,-0.075,
35144,-0.98,-0.105,
35145,-1.0,-0.1,
35146,-1.0,-0.085,
35147,-1.0,-0.085,
35148,-1.005,-0.08,
35149,-0.995,-0.105,
35150,-1.01,-0.125,
35151,-1.015,-0.14,
35152,-1.0,-0.14,
35153,-0.975,-0.11,
35154,-0.965,-0.115,
35155,-0.975,-0.125,
35156,-0.995,-0.14,
35157,-1.01,-0.14,
35158,-0.985,-0.13,
35159,-0.965,-0.12,
35160,-0.97,-0.115,
35161,-0.975,-0.12,
35162,-0.985,-0.14,
35163,-0.99,-0.135,
35164,-0.975,-0.115,
35165,-0.965,-0.09,
35166,-0.965,-0.09,
35167,-0.98,-0.095,
35168,-0.995,-0.115,
35169,-0.995,-0.115,
35170,-0.975,-0.11,
35171,-0.97,-0.09,
35172,-0.975,-0.095,
35173,-0.975,-0.12,
35174,-0.98,-0.125,
35175,-1.01,-0.105,
35176,-1.005,-0.085,
35177,-0.985,-0.075,
35178,-0.98,-0.075,
35179,-0.975,-0.11,
35180,-0.98,-0.125,
35181,-0.985,-0.11,
35182,-0.995,-0.1,
35183,-0.985,-0.07,
35184,-0.99,-0.085,
35185,-0.98,-0.1,
35186,-0.975,-0.105,
35187,-0.98,-0.11,
35188,-0.98,-0.1,
35189,-0.98,-0.095,
35190,-0.975,-0.125,
35191,-0.98,-0.145,
35192,-0.985,-0.155,
35193,-0.985,-0.14,
35194,-0.985,-0.125,
35195,-0.99,-0.115,
35196,-0.985,-0.12,
35197,-1.0,-0.135,
35198,-1.005,-0.14,
35199,-1.0,-0.12,
35200,-0.99,-0.11,
35201,-0.98,-0.125,
35202,-0.965,-0.125,
35203,-0.975,-0.15,
35204,-0.99,-0.145,
35205,-1.005,-0.125,
35206,-0.995,-0.105,
35207,-0.99,-0.095,
35208,-0.99,-0.105,
35209,-0.995,-0.12,
35210,-1.015,-0.115,
35211,-1.02,-0.105,
35212,-1.0,-0.09,
35213,-0.975,-0.095,
35214,-0.965,-0.105,
35215,-0.985,-0.11,
35216,-1.0,-0.115,
35217,-0.995,-0.11,
35218,-0.97,-0.095,
35219,-0.955,-0.095,
35220,-0.98,-0.1,
35221,-0.985,-0.09,
35222,-0.995,-0.085,
35223,-1.0,-0.075,
35224,-0.975,-0.07,
35225,-0.96,-0.075,
35226,-0.94,-0.08,
35227,-0.94,-0.08,
35228,-0.945,-0.09,
35229,-0.96,-0.095,
35230,-0.955,-0.09,
35231,-0.935,-0.1,
35232,-0.915,-0.115,
35233,-0.91,-0.125,
35234,-0.89,-0.115,
35235,-0.865,-0.12,
35236,-0.825,-0.11,
35237,-0.815,-0.11,
35238,-0.82,-0.115,
35239,-0.83,-0.115,
35240,-0.85,-0.13,
35241,-0.87,-0.13,
35242,-0.87,-0.12,
35243,-0.845,-0.12,
35244,-0.855,-0.115,
35245,-0.85,-0.115,
35246,-0.86,-0.11,
35247,-0.87,-0.105,
35248,-0.84,-0.1,
35249,-0.84,-0.115,
35250,-0.865,-0.095,
35251,-0.9,-0.09,
35252,-0.925,-0.095,
35253,-0.93,-0.095,
35254,-0.92,-0.1,
35255,-0.9,-0.09,
35256,-0.905,-0.095,
35257,-0.925,-0.09,
35258,-0.955,-0.11,
35259,-0.98,-0.12,
35260,-0.97,-0.105,
35261,-0.95,-0.095,
35262,-0.945,-0.085,
35263,-0.955,-0.08,
35264,-0.98,-0.075,
35265,-0.975,-0.08,
35266,-0.94,-0.08,
35267,-0.92,-0.085,
35268,-0.93,-0.085,
35269,-0.94,-0.09,
35270,-0.95,-0.115,
35271,-0.955,-0.12,
35272,-0.95,-0.11,
35273,-0.93,-0.12,
35274,-0.93,-0.105,
35275,-0.935,-0.125,
35276,-0.985,-0.135,
35277,-1.025,-0.14,
35278,-1.07,-0.11,
35279,-1.09,-0.105,
35280,-1.07,-0.09,
35281,-1.0,-0.11,
35282,-0.825,-0.135,
35283,-0.53,-0.13,
35284,-0.155,-0.11,
35285,0.255,-0.12,
35286,0.62,-0.14,
35287,0.83,-0.185,
35288,0.865,-0.23,N
35289,0.78,-0.27,
35290,0.58,-0.245,
35291,0.215,-0.2,
35292,-0.26,-0.145,
35293,-0.57,-0.095,
35294,-0.625,-0.08,
35295,-0.635,-0.06,
35296,-0.66,-0.045,
35297,-0.695,-0.045,
35298,-0.695,-0.05,
35299,-0.75,-0.08,
35300,-0.825,-0.1,
35301,-0.89,-0.09,
35302,-0.905,-0.06,
35303,-0.91,-0.055,
35304,-0.92,-0.055,
35305,-0.935,-0.085,
35306,-0.95,-0.1,
35307,-0.945,-0.085,
35308,-0.915,-0.065,
35309,-0.905,-0.065,
35310,-0.915,-0.06,
35311,-0.93,-0.085,
35312,-0.925,-0.105,
35313,-0.945,-0.09,
35314,-0.92,-0.065,
35315,-0.915,-0.065,
35316,-0.93,-0.095,
35317,-0.945,-0.105,
35318,-0.96,-0.12,
35319,-0.94,-0.12,
35320,-0.925,-0.1,
35321,-0.935,-0.095,
35322,-0.925,-0.115,
35323,-0.925,-0.115,
35324,-0.915,-0.13,
35325,-0.925,-0.115,
35326,-0.925,-0.1,
35327,-0.9,-0.095,
35328,-0.875,-0.105,
35329,-0.895,-0.115,
35330,-0.91,-0.12,
35331,-0.92,-0.105,
35332,-0.905,-0.085,
35333,-0.895,-0.075,
35334,-0.9,-0.085,
35335,-0.92,-0.1,
35336,-0.92,-0.105,
35337,-0.93,-0.095,
35338,-0.915,-0.065,
35339,-0.905,-0.07,
35340,-0.895,-0.085,
35341,-0.89,-0.095,
35342,-0.89,-0.105,
35343,-0.895,-0.09,
35344,-0.9,-0.065,
35345,-0.9,-0.055,
35346,-0.89,-0.075,
35347,-0.87,-0.085,
35348,-0.875,-0.09,
35349,-0.88,-0.07,
35350,-0.895,-0.05,
35351,-0.87,-0.055,
35352,-0.86,-0.065,
35353,-0.855,-0.085,
35354,-0.865,-0.08,
35355,-0.88,-0.055,
35356,-0.85,-0.06,
35357,-0.815,-0.08,
35358,-0.815,-0.085,
35359,-0.82,-0.105,
35360,-0.815,-0.105,
35361,-0.79,-0.095,
35362,-0.78,-0.085,
35363,-0.785,-0.095,
35364,-0.785,-0.11,
35365,-0.78,-0.105,
35366,-0.78,-0.11,
35367,-0.775,-0.09,
35368,-0.755,-0.08,
35369,-0.74,-0.09,
35370,-0.74,-0.095,
35371,-0.74,-0.105,
35372,-0.735,-0.105,
35373,-0.725,-0.085,
35374,-0.705,-0.075,
35375,-0.69,-0.075,
35376,-0.665,-0.09,
35377,-0.655,-0.09,
35378,-0.655,-0.085,
35379,-0.65,-0.075,
35380,-0.625,-0.065,
35381,-0.61,-0.07,
35382,-0.59,-0.08,
35383,-0.585,-0.085,
35384,-0.575,-0.09,
35385,-0.555,-0.075,
35386,-0.545,-0.065,
35387,-0.535,-0.065,
35388,-0.54,-0.075,
35389,-0.53,-0.09,
35390,-0.535,-0.09,
35391,-0.53,-0.08,
35392,-0.5,-0.055,
35393,-0.49,-0.06,
35394,-0.49,-0.08,
35395,-0.485,-0.085,
35396,-0.485,-0.095,
35397,-0.5,-0.08,
35398,-0.5,-0.07,
35399,-0.495,-0.07,
35400,-0.505,-0.08,
35401,-0.515,-0.1,
35402,-0.535,-0.11,
35403,-0.54,-0.09,
35404,-0.54,-0.085,
35405,-0.555,-0.085,
35406,-0.565,-0.11,
35407,-0.59,-0.12,
35408,-0.6,-0.12,
35409,-0.605,-0.095,
35410,-0.605,-0.085,
35411,-0.605,-0.075,
35412,-0.615,-0.07,
35413,-0.62,-0.105,
35414,-0.63,-0.1,
35415,-0.63,-0.09,
35416,-0.63,-0.07,
35417,-0.635,-0.05,
35418,-0.635,-0.05,
35419,-0.625,-0.075,
35420,-0.635,-0.07,
35421,-0.655,-0.06,
35422,-0.655,-0.045,
35423,-0.655,-0.045,
35424,-0.63,-0.045,
35425,-0.645,-0.065,
35426,-0.655,-0.085,
35427,-0.665,-0.07,
35428,-0.645,-0.05,
35429,-0.63,-0.025,
35430,-0.615,-0.03,
35431,-0.635,-0.055,
35432,-0.635,-0.07,
35433,-0.65,-0.07,
35434,-0.635,-0.045,
35435,-0.615,-0.025,
35436,-0.615,-0.015,
35437,-0.625,-0.03,
35438,-0.635,-0.06,
35439,-0.645,-0.06,
35440,-0.625,-0.045,
35441,-0.615,-0.03,
35442,-0.63,-0.03,
35443,-0.63,-0.045,
35444,-0.635,-0.06,
35445,-0.645,-0.065,
35446,-0.625,-0.05,
35447,-0.61,-0.04,
35448,-0.605,-0.045,
35449,-0.62,-0.08,
35450,-0.635,-0.1,
35451,-0.625,-0.11,
35452,-0.62,-0.095,
35453,-0.62,-0.075,
35454,-0.6,-0.075,
35455,-0.605,-0.095,
35456,-0.61,-0.095,
35457,-0.63,-0.1,
35458,-0.64,-0.095,
35459,-0.635,-0.07,
35460,-0.625,-0.07,
35461,-0.615,-0.085,
35462,-0.63,-0.09,
35463,-0.64,-0.085,
35464,-0.625,-0.07,
35465,-0.61,-0.045,
35466,-0.615,-0.055,
35467,-0.62,-0.05,
35468,-0.63,-0.075,
35469,-0.625,-0.08,
35470,-0.62,-0.065,
35471,-0.61,-0.05,
35472,-0.6,-0.055,
35473,-0.615,-0.065,
35474,-0.625,-0.08,
35475,-0.62,-0.075,
35476,-0.615,-0.07,
35477,-0.605,-0.055,
35478,-0.6,-0.04,
35479,-0.6,-0.04,
35480,-0.605,-0.075,
35481,-0.625,-0.07,
35482,-0.62,-0.045,
35483,-0.62,-0.05,
35484,-0.6,-0.04,
35485,-0.61,-0.055,
35486,-0.62,-0.08,
35487,-0.63,-0.065,
35488,-0.615,-0.07,
35489,-0.61,-0.05,
35490,-0.61,-0.07,
35491,-0.625,-0.09,
35492,-0.635,-0.12,
35493,-0.64,-0.12,
35494,-0.63,-0.105,
35495,-0.625,-0.095,
35496,-0.635,-0.11,
35497,-0.64,-0.135,
35498,-0.64,-0.165,
35499,-0.63,-0.15,
35500,-0.625,-0.13,
35501,-0.635,-0.105,
35502,-0.625,-0.095,
35503,-0.635,-0.1,
35504,-0.64,-0.105,
35505,-0.65,-0.1,
35506,-0.64,-0.08,
35507,-0.625,-0.065,
35508,-0.625,-0.07,
35509,-0.64,-0.085,
35510,-0.645,-0.095,
35511,-0.64,-0.09,
35512,-0.64,-0.075,
35513,-0.63,-0.055,
35514,-0.63,-0.05,
35515,-0.655,-0.065,
35516,-0.655,-0.085,
35517,-0.66,-0.075,
35518,-0.64,-0.055,
35519,-0.64,-0.05,
35520,-0.64,-0.045,
35521,-0.645,-0.065,
35522,-0.655,-0.09,
35523,-0.65,-0.065,
35524,-0.65,-0.06,
35525,-0.63,-0.045,
35526,-0.64,-0.045,
35527,-0.645,-0.06,
35528,-0.67,-0.08,
35529,-0.67,-0.065,
35530,-0.66,-0.05,
35531,-0.655,-0.03,
35532,-0.655,-0.04,
35533,-0.66,-0.075,
35534,-0.675,-0.085,
35535,-0.675,-0.095,
35536,-0.67,-0.08,
35537,-0.665,-0.06,
35538,-0.66,-0.075,
35539,-0.66,-0.09,
35540,-0.66,-0.1,
35541,-0.645,-0.085,
35542,-0.6,-0.07,
35543,-0.565,-0.075,
35544,-0.53,-0.09,
35545,-0.53,-0.105,
35546,-0.535,-0.095,
35547,-0.56,-0.09,
35548,-0.565,-0.065,
35549,-0.57,-0.075,
35550,-0.56,-0.07,
35551,-0.56,-0.09,
35552,-0.565,-0.085,
35553,-0.575,-0.08,
35554,-0.57,-0.07,
35555,-0.58,-0.06,
35556,-0.59,-0.075,
35557,-0.605,-0.085,
35558,-0.605,-0.09,
35559,-0.625,-0.08,
35560,-0.635,-0.055,
35561,-0.635,-0.045,
35562,-0.635,-0.06,
35563,-0.645,-0.08,
35564,-0.665,-0.09,
35565,-0.675,-0.075,
35566,-0.69,-0.06,
35567,-0.69,-0.05,
35568,-0.69,-0.07,
35569,-0.705,-0.075,
35570,-0.72,-0.09,
35571,-0.72,-0.08,
35572,-0.715,-0.045,
35573,-0.7,-0.04,
35574,-0.7,-0.055,
35575,-0.705,-0.075,
35576,-0.725,-0.085,
35577,-0.725,-0.085,
35578,-0.725,-0.075,
35579,-0.725,-0.065,
35580,-0.725,-0.09,
35581,-0.735,-0.1,
35582,-0.735,-0.125,
35583,-0.74,-0.1,
35584,-0.735,-0.085,
35585,-0.735,-0.08,
35586,-0.755,-0.09,
35587,-0.79,-0.105,
35588,-0.805,-0.095,
35589,-0.815,-0.08,
35590,-0.8,-0.065,
35591,-0.74,-0.06,
35592,-0.59,-0.07,
35593,-0.4,-0.09,
35594,-0.185,-0.1,
35595,0.1,-0.095,
35596,0.44,-0.13,
35597,0.675,-0.17,
35598,0.685,-0.235,N
35599,0.475,-0.285,
35600,0.17,-0.28,
35601,-0.085,-0.24,
35602,-0.295,-0.16,
35603,-0.415,-0.1,
35604,-0.46,-0.06,
35605,-0.49,-0.05,
35606,-0.535,-0.045,
35607,-0.575,-0.04,
35608,-0.59,-0.035,
35609,-0.61,-0.03,
35610,-0.66,-0.035,
35611,-0.715,-0.055,
35612,-0.77,-0.06,
35613,-0.8,-0.05,
35614,-0.815,-0.035,
35615,-0.82,-0.025,
35616,-0.83,-0.045,
35617,-0.85,-0.055,
35618,-0.845,-0.065,
35619,-0.86,-0.065,
35620,-0.855,-0.045,
35621,-0.87,-0.06,
35622,-0.88,-0.08,
35623,-0.865,-0.085,
35624,-0.88,-0.1,
35625,-0.88,-0.09,
35626,-0.875,-0.075,
35627,-0.88,-0.075,
35628,-0.87,-0.075,
35629,-0.865,-0.09,
35630,-0.865,-0.095,
35631,-0.87,-0.075,
35632,-0.865,-0.07,
35633,-0.87,-0.07,
35634,-0.86,-0.08,
35635,-0.865,-0.08,
35636,-0.875,-0.08,
35637,-0.885,-0.065,
35638,-0.87,-0.055,
35639,-0.865,-0.06,
35640,-0.865,-0.07,
35641,-0.87,-0.065,
35642,-0.87,-0.06,
35643,-0.875,-0.045,
35644,-0.885,-0.045,
35645,-0.87,-0.035,
35646,-0.875,-0.055,
35647,-0.885,-0.06,
35648,-0.875,-0.065,
35649,-0.885,-0.045,
35650,-0.875,-0.035,
35651,-0.875,-0.04,
35652,-0.875,-0.045,
35653,-0.865,-0.065,
35654,-0.885,-0.065,
35655,-0.885,-0.055,
35656,-0.875,-0.06,
35657,-0.875,-0.05,
35658,-0.87,-0.065,
35659,-0.87,-0.06,
35660,-0.885,-0.06,
35661,-0.89,-0.065,
35662,-0.88,-0.08,
35663,-0.865,-0.08,
35664,-0.85,-0.1,
35665,-0.855,-0.1,
35666,-0.87,-0.105,
35667,-0.88,-0.105,
35668,-0.865,-0.095,
35669,-0.855,-0.105,
35670,-0.845,-0.105,
35671,-0.85,-0.1,
35672,-0.855,-0.105,
35673,-0.855,-0.11,
35674,-0.835,-0.1,
35675,-0.82,-0.1,
35676,-0.82,-0.105,
35677,-0.82,-0.095,
35678,-0.81,-0.09,
35679,-0.83,-0.08,
35680,-0.82,-0.08,
35681,-0.805,-0.08,
35682,-0.785,-0.085,
35683,-0.785,-0.08,
35684,-0.8,-0.08,
35685,-0.8,-0.08,
35686,-0.775,-0.08,
35687,-0.765,-0.08,
35688,-0.75,-0.08,
35689,-0.735,-0.085,
35690,-0.74,-0.09,
35691,-0.735,-0.085,
35692,-0.72,-0.075,
35693,-0.705,-0.09,
35694,-0.685,-0.08,
35695,-0.685,-0.095,
35696,-0.68,-0.095,
35697,-0.685,-0.095,
35698,-0.67,-0.08,
35699,-0.66,-0.08,
35700,-0.64,-0.09,
35701,-0.655,-0.1,
35702,-0.66,-0.105,
35703,-0.66,-0.09,
35704,-0.645,-0.08,
35705,-0.635,-0.095,
35706,-0.62,-0.11,
35707,-0.63,-0.115,
35708,-0.645,-0.135,
35709,-0.66,-0.135,
35710,-0.645,-0.12,
35711,-0.65,-0.125,
35712,-0.66,-0.13,
35713,-0.67,-0.145,
35714,-0.7,-0.14,
35715,-0.73,-0.13,
35716,-0.72,-0.115,
35717,-0.725,-0.105,
35718,-0.73,-0.125,
35719,-0.745,-0.12,
35720,-0.76,-0.13,
35721,-0.775,-0.12,
35722,-0.765,-0.09,
35723,-0.76,-0.085,
35724,-0.77,-0.095,
35725,-0.785,-0.1,
35726,-0.805,-0.105,
35727,-0.82,-0.09,
35728,-0.82,-0.075,
35729,-0.8,-0.07,
35730,-0.8,-0.08,
35731,-0.82,-0.085,
35732,-0.815,-0.1,
35733,-0.84,-0.085,
35734,-0.83,-0.065,
35735,-0.825,-0.05,
35736,-0.82,-0.07,
35737,-0.825,-0.08,
35738,-0.845,-0.095,
35739,-0.84,-0.085,
35740,-0.835,-0.075,
35741,-0.83,-0.055,
35742,-0.84,-0.07,
35743,-0.85,-0.08,
35744,-0.865,-0.09,
35745,-0.875,-0.095,
35746,-0.865,-0.06,
35747,-0.85,-0.045,
35748,-0.85,-0.05,
35749,-0.835,-0.075,
35750,-0.835,-0.1,
35751,-0.86,-0.09,
35752,-0.83,-0.085,
35753,-0.84,-0.08,
35754,-0.85,-0.085,
35755,-0.86,-0.1,
35756,-0.865,-0.12,
35757,-0.86,-0.12,
35758,-0.84,-0.11,
35759,-0.84,-0.1,
35760,-0.83,-0.09,
35761,-0.84,-0.09,
35762,-0.855,-0.13,
35763,-0.865,-0.12,
35764,-0.86,-0.115,
35765,-0.845,-0.11,
35766,-0.855,-0.095,
35767,-0.86,-0.105,
35768,-0.87,-0.1,
35769,-0.865,-0.12,
35770,-0.86,-0.1,
35771,-0.86,-0.085,
35772,-0.86,-0.075,
35773,-0.865,-0.09,
35774,-0.875,-0.1,
35775,-0.89,-0.1,
35776,-0.875,-0.09,
35777,-0.87,-0.075,
35778,-0.86,-0.07,
35779,-0.89,-0.085,
35780,-0.885,-0.1,
35781,-0.905,-0.105,
35782,-0.89,-0.09,
35783,-0.875,-0.075,
35784,-0.87,-0.06,
35785,-0.88,-0.075,
35786,-0.895,-0.065,
35787,-0.9,-0.095,
35788,-0.89,-0.08,
35789,-0.895,-0.07,
35790,-0.895,-0.075,
35791,-0.895,-0.075,
35792,-0.905,-0.09,
35793,-0.905,-0.105,
35794,-0.905,-0.09,
35795,-0.905,-0.075,
35796,-0.9,-0.075,
35797,-0.9,-0.1,
35798,-0.915,-0.105,
35799,-0.93,-0.125,
35800,-0.91,-0.125,
35801,-0.9,-0.12,
35802,-0.915,-0.11,
35803,-0.92,-0.115,
35804,-0.925,-0.12,
35805,-0.93,-0.115,
35806,-0.92,-0.125,
35807,-0.92,-0.125,
35808,-0.92,-0.115,
35809,-0.915,-0.12,
35810,-0.915,-0.11,
35811,-0.935,-0.11,
35812,-0.93,-0.105,
35813,-0.925,-0.11,
35814,-0.905,-0.095,
35815,-0.91,-0.095,
35816,-0.925,-0.09,
35817,-0.925,-0.095,
35818,-0.93,-0.09,
35819,-0.9,-0.08,
35820,-0.915,-0.075,
35821,-0.935,-0.09,
35822,-0.93,-0.09,
35823,-0.94,-0.095,
35824,-0.93,-0.09,
35825,-0.915,-0.09,
35826,-0.915,-0.085,
35827,-0.91,-0.09,
35828,-0.93,-0.085,
35829,-0.945,-0.09,
35830,-0.945,-0.085,
35831,-0.925,-0.09,
35832,-0.925,-0.09,
35833,-0.93,-0.09,
35834,-0.93,-0.1,
35835,-0.95,-0.095,
35836,-0.945,-0.09,
35837,-0.935,-0.08,
35838,-0.925,-0.08,
35839,-0.915,-0.085,
35840,-0.925,-0.09,
35841,-0.935,-0.1,
35842,-0.93,-0.11,
35843,-0.92,-0.11,
35844,-0.93,-0.115,
35845,-0.93,-0.11,
35846,-0.925,-0.115,
35847,-0.935,-0.115,
35848,-0.925,-0.125,
35849,-0.915,-0.11,
35850,-0.9,-0.12,
35851,-0.9,-0.115,
35852,-0.9,-0.115,
35853,-0.895,-0.11,
35854,-0.865,-0.115,
35855,-0.83,-0.105,
35856,-0.8,-0.105,
35857,-0.765,-0.11,
35858,-0.755,-0.095,
35859,-0.775,-0.09,
35860,-0.79,-0.075,
35861,-0.79,-0.09,
35862,-0.785,-0.09,
35863,-0.795,-0.095,
35864,-0.805,-0.095,
35865,-0.825,-0.1,
35866,-0.825,-0.095,
35867,-0.825,-0.105,
35868,-0.83,-0.11,
35869,-0.845,-0.115,
35870,-0.86,-0.11,
35871,-0.88,-0.1,
35872,-0.88,-0.105,
35873,-0.885,-0.1,
35874,-0.9,-0.095,
35875,-0.92,-0.08,
35876,-0.925,-0.11,
35877,-0.935,-0.095,
35878,-0.945,-0.09,
35879,-0.95,-0.095,
35880,-0.96,-0.1,
35881,-0.96,-0.11,
35882,-0.98,-0.115,
35883,-0.99,-0.115,
35884,-0.99,-0.115,
35885,-0.975,-0.125,
35886,-0.975,-0.13,
35887,-0.98,-0.13,
35888,-0.98,-0.13,
35889,-0.975,-0.14,
35890,-0.975,-0.155,
35891,-0.975,-0.14,
35892,-0.99,-0.14,
35893,-0.99,-0.13,
35894,-0.985,-0.145,
35895,-0.99,-0.14,
35896,-0.98,-0.145,
35897,-0.975,-0.135,
35898,-0.99,-0.135,
35899,-0.99,-0.125,
35900,-1.005,-0.13,
35901,-1.025,-0.12,
35902,-1.04,-0.105,
35903,-1.04,-0.1,
35904,-1.02,-0.105,
35905,-0.955,-0.105,
35906,-0.79,-0.105,
35907,-0.585,-0.11,
35908,-0.335,-0.12,
35909,-0.045,-0.135,
35910,0.265,-0.175,
35911,0.505,-0.21,
35912,0.495,-0.25,N
35913,0.235,-0.28,
35914,-0.09,-0.285,
35915,-0.37,-0.25,
35916,-0.57,-0.205,
35917,-0.705,-0.135,
35918,-0.765,-0.105,
35919,-0.81,-0.085,
35920,-0.87,-0.085,
35921,-0.89,-0.09,
35922,-0.885,-0.095,
35923,-0.915,-0.09,
35924,-0.965,-0.09,
35925,-1.025,-0.095,
35926,-1.045,-0.12,
35927,-1.07,-0.11,
35928,-1.07,-0.11,
35929,-1.075,-0.125,
35930,-1.075,-0.13,
35931,-1.08,-0.135,
35932,-1.08,-0.135,
35933,-1.085,-0.13,
35934,-1.09,-0.135,
35935,-1.095,-0.13,
35936,-1.1,-0.13,
35937,-1.11,-0.15,
35938,-1.11,-0.14,
35939,-1.095,-0.13,
35940,-1.075,-0.135,
35941,-1.085,-0.135,
35942,-1.1,-0.13,
35943,-1.11,-0.14,
35944,-1.105,-0.12,
35945,-1.1,-0.11,
35946,-1.09,-0.115,
35947,-1.095,-0.115,
35948,-1.105,-0.115,
35949,-1.13,-0.12,
35950,-1.125,-0.135,
35951,-1.115,-0.12,
35952,-1.1,-0.12,
35953,-1.095,-0.11,
35954,-1.095,-0.115,
35955,-1.105,-0.12,
35956,-1.115,-0.13,
35957,-1.11,-0.115,
35958,-1.115,-0.115,
35959,-1.105,-0.105,
35960,-1.11,-0.105,
35961,-1.1,-0.12,
35962,-1.09,-0.105,
35963,-1.085,-0.105,
35964,-1.09,-0.1,
35965,-1.095,-0.1,
35966,-1.1,-0.105,
35967,-1.1,-0.13,
35968,-1.095,-0.115,
35969,-1.1,-0.115,
35970,-1.09,-0.12,
35971,-1.09,-0.125,
35972,-1.09,-0.14,
35973,-1.085,-0.13,
35974,-1.095,-0.15,
35975,-1.08,-0.155,
35976,-1.085,-0.15,
35977,-1.07,-0.145,
35978,-1.085,-0.15,
35979,-1.09,-0.145,
35980,-1.07,-0.15,
35981,-1.065,-0.15,
35982,-1.065,-0.16,
35983,-1.06,-0.15,
35984,-1.06,-0.155,
35985,-1.065,-0.155,
35986,-1.05,-0.15,
35987,-1.04,-0.13,
35988,-1.025,-0.14,
35989,-1.03,-0.14,
35990,-1.055,-0.125,
35991,-1.055,-0.12,
35992,-1.04,-0.13,
35993,-1.02,-0.125,
35994,-1.0,-0.135,
35995,-0.985,-0.135,
35996,-1.005,-0.14,
35997,-1.005,-0.13,
35998,-0.98,-0.12,
35999,-0.96,-0.115,
36000,-0.96,-0.135,
36001,-0.93,-0.155,
36002,-0.93,-0.13,
36003,-0.95,-0.125,
36004,-0.94,-0.12,
36005,-0.93,-0.11,
36006,-0.925,-0.13,
36007,-0.905,-0.135,
36008,-0.915,-0.135,
36009,-0.905,-0.13,
36010,-0.885,-0.14,
36011,-0.87,-0.125,
36012,-0.86,-0.14,
36013,-0.85,-0.145,
36014,-0.845,-0.15,
36015,-0.845,-0.15,
36016,-0.835,-0.145,
36017,-0.825,-0.15,
36018,-0.825,-0.165,
36019,-0.83,-0.18,
36020,-0.83,-0.185,
36021,-0.825,-0.18,
36022,-0.815,-0.165,
36023,-0.795,-0.17,
36024,-0.81,-0.18,
36025,-0.81,-0.18,
36026,-0.825,-0.185,
36027,-0.845,-0.18,
36028,-0.85,-0.17,
36029,-0.85,-0.16,
36030,-0.835,-0.17,
36031,-0.865,-0.175,
36032,-0.895,-0.18,
36033,-0.9,-0.165,
36034,-0.905,-0.135,
36035,-0.89,-0.115,
36036,-0.89,-0.13,
36037,-0.895,-0.15,
36038,-0.925,-0.15,
36039,-0.94,-0.14,
36040,-0.955,-0.12,
36041,-0.94,-0.1,
36042,-0.945,-0.125,
36043,-0.945,-0.125,
36044,-0.955,-0.14,
36045,-0.96,-0.13,
36046,-0.945,-0.11,
36047,-0.95,-0.09,
36048,-0.955,-0.11,
36049,-0.965,-0.11,
36050,-0.97,-0.135,
36051,-0.97,-0.135,
36052,-0.975,-0.115,
36053,-0.97,-0.09,
36054,-0.97,-0.105,
36055,-0.965,-0.125,
36056,-0.97,-0.14,
36057,-0.975,-0.115,
36058,-0.985,-0.09,
36059,-0.965,-0.085,
36060,-0.96,-0.095,
36061,-0.965,-0.14,
36062,-0.975,-0.15,
36063,-0.995,-0.155,
36064,-0.99,-0.14,
36065,-0.98,-0.13,
36066,-0.98,-0.14,
36067,-0.975,-0.145,
36068,-0.97,-0.16,
36069,-0.98,-0.15,
36070,-0.975,-0.135,
36071,-0.96,-0.125,
